20,0.001,0.3,0.1,0,0,0.04704750881526195,0.041946552902885056
20,0.001,0.3,0.3,0,0,0.20221876595104207,0.1357665746900896
20,0.001,0.3,1,0,0,1.9630591158679185,1.1683786641534055
50,0.001,0.3,0.1,0,0,0.022828898382838695,0.02179082356519428
50,0.001,0.3,0.3,0,0,0.12318392995211687,0.07779143971611566
50,0.001,0.3,1,0,0,1.6834941031993664,0.49573969183429833
80,0.001,0.3,0.1,0,0,0.021882068108023414,0.018011844052025168
80,0.001,0.3,0.3,0,0,0.10360666029103704,0.06131550731327494
80,0.001,0.3,1,0,0,1.3004983029726636,0.4200481619089774
20,0.003,0.3,0.1,0,0,0.04630811370607298,0.041946552902885056
20,0.003,0.3,0.3,0,0,0.18819738839889175,0.1357665746900896
20,0.003,0.3,1,0,0,1.8659115722086947,1.1683786641534055
50,0.003,0.3,0.1,0,0,0.022412708878675826,0.02179082356519428
50,0.003,0.3,0.3,0,0,0.10603442305969017,0.07779143971611566
50,0.003,0.3,1,0,0,1.4429513569535455,0.49573969183429833
80,0.003,0.3,0.1,0,0,0.019543049607609865,0.018011844052025168
80,0.003,0.3,0.3,0,0,0.08261798144313971,0.06131550731327494
80,0.003,0.3,1,0,0,0.9091961066504674,0.4200481619089774
20,0.01,0.3,0.1,0,0,0.04601180013221451,0.041946552902885056
20,0.01,0.3,0.3,0,0,0.17010569899926764,0.1357665746900896
20,0.01,0.3,1,0,0,1.901711089934663,1.1683786641534055
50,0.01,0.3,0.1,0,0,0.02264165299837676,0.02179082356519428
50,0.01,0.3,0.3,0,0,0.08867712730162508,0.07779143971611566
50,0.01,0.3,1,0,0,1.2542328757890697,0.49573969183429833
80,0.01,0.3,0.1,0,0,0.0192807884411806,0.018011844052025168
80,0.01,0.3,0.3,0,0,0.06314334076922516,0.06131550731327494
80,0.01,0.3,1,0,0,0.7372375102004192,0.4200481619089774
20,0.1,0.3,0.1,0,0,0.046102156976583694,0.041946552902885056
20,0.1,0.3,0.3,0,0,0.1444741507212394,0.1357665746900896
20,0.1,0.3,1,0,0,1.7241681897152852,1.1683786641534055
50,0.1,0.3,0.1,0,0,0.02264091182542629,0.02179082356519428
50,0.1,0.3,0.3,0,0,0.07944720788002307,0.07779143971611566
50,0.1,0.3,1,0,0,0.763894957092037,0.49573969183429833
80,0.1,0.3,0.1,0,0,0.019248167563358124,0.018011844052025168
80,0.1,0.3,0.3,0,0,0.06027375755855199,0.06131550731327494
80,0.1,0.3,1,0,0,0.4831747982858122,0.4200481619089774
20,0.3,0.3,0.1,0,0,0.046103679364996666,0.041946552902885056
20,0.3,0.3,0.3,0,0,0.14447414829531532,0.1357665746900896
20,0.3,0.3,1,0,0,1.6424585050199987,1.1683786641534055
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
