"alpha","phi","RSN","phi.hat","phi0.hat","sigma.e","beta","beta0","RMSE.arima","RMSE.qr","diffrmse","diff.intercept","diff.lag"
0.9,0.9,0.5,0.901286786322657,0.959512095987885,5.0017808343788,0.900884836044275,3.80338135351216,2.23190250954409,2.23197559832795,1.00003274730126,0.0222774366577325,0.000401950278382079
0.9,0.9,1,0.902811118021515,0.991855305095495,9.93828409413921,0.898287286524266,5.07219556906785,3.20303811925802,3.20282875267519,0.999934635001196,-0.0402432940093078,0.00452383149724978
0.95,0.25,0.01,0.247940528906244,1.00068698761137,0.0135180150947891,0.250117560308176,1.18857018752632,0.115819993517692,0.11583109598494,1.00009585967768,0.00335899535605177,-0.00217703140193257
0.95,0.25,0.05,0.24537530229129,1.00166550742156,0.0671238757064736,0.227644697462234,1.46119248365762,0.257731500641214,0.257635734981371,0.999628428579338,-0.0333737613811644,0.0177306048290562
0.95,0.25,0.1,0.253302691491446,0.995638355522952,0.128392129595249,0.272231224787335,1.54842242296936,0.3637439248947,0.364334358439935,1.00162321211387,0.0365973759192539,-0.0189285332958894
0.95,0.25,0.5,0.233541538637205,0.990499546125187,0.685832649662238,0.222835522913557,2.38123442130532,0.817359018733054,0.817381897394672,1.00002799095758,-0.0285491184279323,0.0107060157236482
0.95,0.25,1,0.261746486517075,0.995533302132693,1.32985941803216,0.272801795381648,2.87399284214503,1.17295549301554,1.17323239289866,1.00023607023861,0.0183779446773888,-0.0110553088645728
0.95,0.5,0.01,0.500731307519154,1.0002260070346,0.0204148671992484,0.516038224854545,1.201479380488,0.142336376131957,0.142304898359576,0.999778849418286,0.0337643074073162,-0.0153069173353907
0.95,0.5,0.05,0.488105964192691,0.999711335166446,0.101203302141854,0.498459952782011,1.5250180122608,0.316061206269282,0.315248463681413,0.997428527855528,-0.00203816892409137,-0.0103539885893194
0.95,0.5,0.1,0.478366089199727,0.998478992548057,0.199905209887208,0.503510296716696,1.74029255944013,0.448447500745143,0.445826042912488,0.994154370738383,-0.00638700220332078,-0.0251442075169688
0.95,0.5,0.5,0.490694906040755,1.00768156343283,0.998531053272063,0.477905797970788,2.71966425763526,0.982743452495789,0.983315148561525,1.00058173479995,-0.0683376124128086,0.0127891080699671
0.95,0.5,1,0.4964227860571,0.989575444631152,1.99213077067954,0.504777108009034,3.31496637539758,1.40860038611385,1.40820178819308,0.99971702554912,-0.00379743355075846,-0.00835432195193336
0.95,0.7,0.01,0.720250067084412,1.00160956902781,0.0339438239261073,0.677016310792757,1.38326832249122,0.19516017978644,0.182074930850284,0.932951235490381,-0.0786133927824546,0.0432337562916552
0.95,0.7,0.05,0.704116501371773,1.00308259391888,0.164818097524118,0.707663715947025,1.64474817648283,0.406572440258322,0.406361083914986,0.999480150835602,0.0261087242739486,-0.00354721457525198
0.95,0.7,0.1,0.70734419949649,0.99768195362398,0.34391746409173,0.671447439306997,2.0759222879288,0.579530006368483,0.579159663164628,0.999360959398503,-0.113624533209655,0.0358967601894935
0.95,0.7,0.5,0.703050878488071,1.00069569598,1.6539509726761,0.704814978931412,3.06082749951555,1.28146061973356,1.28208217543615,1.00048503691259,0.0552490670214647,-0.00176410044334141
0.95,0.7,1,0.698954781285967,0.985786533572682,3.28969741228109,0.704408806361033,3.96920815753773,1.8018741071078,1.80132229564253,0.99969375692614,-6.45719594185579e-05,-0.00545402507506665
0.95,0.9,0.01,0.908783278398327,0.994644971773254,0.101033992204795,0.865990817363188,1.85145389370162,0.327395553516077,0.317796949120337,0.970681934153791,-0.333978302845276,0.0427924610351391
0.95,0.9,0.05,0.901869966219575,0.99868536012969,0.496002915714524,0.894599223957729,2.22337965540584,0.704544453919093,0.704557547788108,1.00001858487274,-0.066265427445384,0.0072707422618461
0.95,0.9,0.1,0.902406960362873,0.991575794368839,1.01662118728634,0.907931008604736,2.5916085871578,1.00727674345691,1.00735392325429,1.00007662223701,0.0584342097640791,-0.00552404824186337
0.95,0.9,0.5,0.899211395969411,0.951778865796141,5.00279470929795,0.892866196421408,4.68890732126681,2.24636556798338,2.24682697573534,1.00020540189831,-0.0580961808195957,0.00634519954800239
0.95,0.9,1,0.891903892046878,0.974996756027433,9.92027421402798,0.893085781308475,6.20384316780207,3.13538594579248,3.13314077399207,0.999283924901359,-0.048138645205003,-0.00118188926159701
