Ano,Mês,Dia,HORA,Média de Vel 1,Média de Dir 1,Média de Vel_ext 1,VX,VY
2011,3,5,7,4.896833333,115.5,4.913833333,-1.366639633,4.719963362
2011,3,5,8,5.148,106.6666667,5.161833333,-2.179967693,4.678916992
2011,3,5,9,4.775666667,95.16666667,4.790166667,-2.84805132,3.851532212
2011,3,5,10,4.585333333,82.83333333,4.6035,-3.464522608,3.031385054
2011,3,5,11,4.849666667,69.33333333,4.864333333,-4.307431739,2.260037741
2011,3,5,12,5.0305,93.66666667,5.042166667,-3.102979005,3.974288112
2011,3,5,13,4.802833333,92,4.815166667,-3.072415359,3.707572506
2011,3,5,14,6.7755,72,6.796833333,-5.865246084,3.434506038
2011,3,5,15,7.428333333,69.33333333,7.449,-6.596188383,3.460910259
2011,3,5,16,7.077,71,7.114166667,-6.200888997,3.487168338
2011,3,5,17,6.193833333,75.66666667,6.263666667,-5.191678785,3.504281882
2011,3,5,18,6.89,88.5,7.018,-4.799514136,5.120252734
2011,3,5,19,6.6,101.6666667,6.743333333,-3.369772511,5.840991155
2011,3,5,20,6.614333333,110.5,6.75,-2.435262636,6.295394816
2011,3,5,21,6.738833333,115.8333333,6.861833333,-1.870041517,6.602098259
2011,3,5,22,7.342833333,127.3333333,7.4955,-0.563927391,7.474256227
2011,3,5,23,8.319666667,131,8.486166667,-0.095986782,8.485623798
2011,3,6,0,7.8135,133.3333333,7.913,0.232712593,7.90957735
2011,3,6,1,7.029666667,145.1666667,7.079833333,1.654986851,6.883680596
2011,3,6,2,6.973166667,151.3333333,7.0095,2.361170093,6.599845911
2011,3,6,3,7.815833333,146.3333333,7.866666667,1.994270037,7.609686687
2011,3,6,4,7.964833333,154.6666667,8.059666667,3.151568583,7.417940567
2011,3,6,5,7.793666667,158.1666667,7.8545,3.506940248,7.028124952
2011,3,6,6,7.606666667,165,7.711,4.239352899,6.44107196
2011,3,6,7,5.660166667,149.5,5.679833333,1.741197762,5.406360795
2011,3,6,8,6.383,132,6.4,0.039309069,6.39987928
2011,3,6,9,6.157166667,127.3333333,6.175666667,-0.464629123,6.15816357
2011,3,6,10,6.2305,119,6.246666667,-1.367783809,6.095080959
2011,3,6,11,7.148666667,95.83333333,7.170833333,-4.196131243,5.814923325
2011,3,6,12,8.7435,99.66666667,8.792,-4.656631809,7.457549476
2011,3,6,13,6.195166667,110.5,6.287166667,-2.268281788,5.863732807
2011,3,6,14,4.5015,101.5,4.514666667,-2.267430959,3.903968745
2011,3,6,15,4.5305,104.1666667,4.556833333,-2.102800485,4.042642718
2011,3,6,16,4.126,97.5,4.194833333,-2.354701464,3.471600165
2011,3,6,17,6.671,102.6666667,6.773666667,-3.282017213,5.925447082
2011,3,6,18,7.0045,102.5,7.129,-3.472311411,6.226210281
2011,3,6,19,7.312833333,110.3333333,7.434666667,-2.702435106,6.926118173
2011,3,6,20,7.334333333,116.5,7.4655,-1.950844718,7.206101244
2011,3,6,21,8.118166667,123.1666667,8.264666667,-1.218944518,8.174282193
2011,3,6,22,7.718333333,127,7.8695,-0.637708309,7.843618958
2011,3,6,23,7.735166667,133.8333333,7.889,0.300811807,7.883262856
2011,3,7,0,8.829666667,137.6666667,9.023,0.946070557,8.973264707
2011,3,7,1,8.376833333,143.6666667,8.560666667,1.782578288,8.373017881
2011,3,7,2,8.025833333,148.5,8.1965,2.376157962,7.844519462
2011,3,7,3,8.703666667,144.5,8.866166667,1.972119029,8.644053326
2011,3,7,4,8.598166667,141,8.752833333,1.422317365,8.636498403
2011,3,7,5,8.815166667,139.1666667,8.9735,1.174162086,8.896350131
2011,3,7,6,6.858,151.8333333,6.978833333,2.408092241,6.550206596
2011,3,7,7,6.426666667,146.5,6.455333333,1.654641916,6.23967055
2011,3,7,8,8.166166667,135.3333333,8.200666667,0.527100985,8.183709326
2011,3,7,9,6.973166667,130,6.983,-0.200834836,6.980111344
2011,3,7,10,6.614333333,127,6.636833333,-0.537818637,6.615006259
2011,3,7,11,6.237333333,126.1666667,6.2545,-0.597448125,6.225899613
2011,3,7,12,7.029666667,117.8333333,7.05,-1.683423523,6.846063485
2011,3,7,13,7.386,116.3333333,7.409,-1.95687528,7.145902332
2011,3,7,14,7.611166667,104.8333333,7.6395,-3.446234458,6.818022317
2011,3,7,15,8.882333333,103.1666667,8.907166667,-4.247593701,7.829148471
2011,3,7,16,9.0625,106.5,9.095,-3.865004465,8.232907474
2011,3,7,17,8.187,109.5,8.246666667,-3.109007411,7.638166274
2011,3,7,18,7.8915,109,7.97,-3.069007731,7.355412398
2011,3,7,19,7.293,115.6666667,7.3845,-2.033141803,7.09909675
2011,3,7,20,7.743333333,117.1666667,7.849166667,-1.962809744,7.59978916
2011,3,7,21,6.880666667,118,6.985,-1.64816478,6.78776678
2011,3,7,22,6.806833333,125.5,6.9315,-0.74235338,6.891632877
2011,3,7,23,6.893166667,131.3333333,7.0255,-0.038594027,7.025393993
2011,3,8,0,7.088333333,131.1666667,7.206833333,-0.060553473,7.206578936
2011,3,8,1,8.102833333,134.8333333,8.219666667,0.456721209,8.206968128
2011,3,8,2,6.7115,138.5,6.822666667,0.813968958,6.773937923
2011,3,8,3,6.5215,131.6666667,6.622333333,0.002147736,6.622332985
2011,3,8,4,5.9985,134,6.093666667,0.250066645,6.088533495
2011,3,8,5,6.310666667,158.3333333,6.421833333,2.883974555,5.73782486
2011,3,8,6,6.292833333,163,6.417666667,3.339067798,5.480608697
2011,3,8,7,6.745833333,162,6.833166667,3.452865625,5.896599501
2011,3,8,8,6.9425,149.8333333,7.011666667,2.188273349,6.661450983
2011,3,8,9,6.147,143,6.178,1.216044107,6.057137998
2011,3,8,10,7.624166667,127.1666667,7.650166667,-0.597751696,7.626778018
2011,3,8,11,7.369333333,124.3333333,7.391666667,-0.941106838,7.331511034
2011,3,8,12,7.797666667,141.5,7.888666667,1.349769013,7.772334617
2011,3,8,13,6.685166667,149.6666667,6.791333333,2.100732049,6.458260857
2011,3,8,14,6.731166667,135,6.779166667,0.396368341,6.767569197
2011,3,8,15,7.063833333,142,7.102333333,1.276244078,6.986725973
2011,3,8,16,7.241333333,146,7.296,1.808510078,7.068303
2011,3,8,17,7.485333333,143.6666667,7.609166667,1.58444848,7.442374647
2011,3,8,18,7.547666667,139.1666667,7.670666667,1.003689305,7.604717937
2011,3,8,19,7.802166667,143.3333333,7.940833333,1.608298088,7.776259466
2011,3,8,20,7.260333333,146.8333333,7.3935,1.936658686,7.135348301
2011,3,8,21,7.593666667,146.3333333,7.745,1.963426453,7.491994498
2011,3,8,22,9.038666667,149,9.2065,2.745745215,8.787521008
2011,3,8,23,8.614333333,153.5,8.766166667,3.262845931,8.136308405
2011,3,9,0,8.686833333,157,8.834833333,3.782871289,7.983994291
2011,3,9,1,6.9495,167.1666667,7.076666667,4.111309497,5.759891087
2011,3,9,2,7.7945,168.1666667,7.929333333,4.718615115,6.372519008
2011,3,9,3,8.1035,157.6666667,8.251833333,3.619770813,7.415525107
2011,3,9,4,7.594333333,149.6666667,7.725666667,2.389745102,7.346770978
2011,3,9,5,9.797,138.3333333,9.935,1.156583333,9.867448505
2011,3,9,6,7.799833333,152.3333333,7.952166667,2.808975578,7.439530288
2011,3,9,7,7.460666667,161.8333333,7.569166667,3.805757421,6.542820071
2011,3,9,8,6.858666667,159.3333333,6.903,3.20723097,6.112698136
2011,3,9,9,6.641,148,6.661333333,1.875406916,6.391886316
2011,3,9,10,5.434333333,151,5.451166667,1.806349982,5.143181678
2011,3,9,11,5.822166667,143.1666667,5.832666667,1.164700303,5.715196729
2011,3,9,12,5.801333333,161,5.8195,2.852558436,5.072424531
2011,3,9,13,5.572333333,161.1666667,5.589166667,2.753814864,4.863670191
2011,3,9,14,4.755,169.3333333,4.777166667,2.920393345,3.780558699
2011,3,9,15,5.0985,135.8333333,5.123833333,0.373944661,5.110169607
2011,3,9,16,4.476166667,59.16666667,4.53,-4.319895777,1.363598357
2011,3,9,17,5.929833333,74.5,6.026833333,-5.062994547,3.269373983
2011,3,9,18,8.1265,118.1666667,8.212333333,-1.914541232,7.986047248
2011,3,9,19,8.37,153.6666667,8.530166667,3.198021543,7.907996053
2011,3,9,20,7.585333333,139.8333333,7.746,1.102829784,7.667090874
2011,3,9,21,7.9325,127.8333333,8.109666667,-0.539542552,8.091698665
2011,3,9,22,7.979166667,118.1666667,8.168666667,-1.904361223,7.943583791
2011,3,9,23,6.603666667,107.1666667,6.738833333,-2.792559762,6.132983341
2011,3,10,0,6.509666667,121.1666667,6.613,-1.203014671,6.502655204
2011,3,10,1,6.834833333,123.6666667,6.9595,-0.966340026,6.892084387
2011,3,10,2,7.051166667,127.1666667,7.166333333,-0.559947004,7.144423895
2011,3,10,3,6.948666667,130.5,7.08,-0.141858542,7.078578682
2011,3,10,4,6.88,145,7.0245,1.622177852,6.834627954
2011,3,10,5,6.819166667,139,6.954666667,0.889942131,6.897491678
2011,3,10,6,6.5885,138,6.728166667,0.744369958,6.686863246
2011,3,10,7,5.216,127,5.275833333,-0.427529418,5.258482286
2011,3,10,8,4.905166667,114.6666667,4.917333333,-1.436163963,4.702935273
2011,3,10,9,5.889833333,117.5,5.901666667,-1.44253776,5.722652729
2011,3,10,10,5.909166667,117.8333333,5.925833333,-1.414991096,5.754415773
2011,3,10,11,5.017666667,108.8333333,5.0365,-1.952917566,4.642461118
2011,3,10,12,4.1635,118.1666667,4.183333333,-0.975260481,4.068064008
2011,3,10,13,5.938166667,102.8333333,5.980333333,-2.882396709,5.239864119
2011,3,10,14,5.176166667,62.83333333,5.215666667,-4.86317561,1.884861206
2011,3,10,15,2.640666667,76.66666667,2.6555,-2.174764162,1.523837619
2011,3,10,16,3.419166667,57.16666667,3.455333333,-3.329364777,0.924477485
2011,3,10,17,2.778666667,48.66666667,2.809833333,-2.788778058,0.343337008
2011,3,10,18,5.252,86,5.321166667,-3.804951366,3.719833303
2011,3,10,19,6.351166667,107.1666667,6.4565,-2.675561364,5.876032985
2011,3,10,20,7.356333333,112.6666667,7.509333333,-2.442496945,7.101006674
2011,3,10,21,8.038,116.3333333,8.1815,-2.160909043,7.890970432
2011,3,10,22,7.7595,119.6666667,7.8965,-1.639269574,7.724474579
2011,3,10,23,7.645666667,122.5,7.790833333,-1.238638765,7.691739597
2011,3,11,0,7.628333333,126.5,7.793666667,-0.699327108,7.762227883
2011,3,11,1,5.438,133.1666667,5.555,0.147213904,5.553048988
2011,3,11,2,6.765333333,131.8333333,6.894666667,0.022291784,6.89463063
2011,3,11,3,6.719,140.1666667,6.8635,1.01669134,6.787781005
2011,3,11,4,6.725166667,141.3333333,6.821166667,1.147563028,6.723943322
2011,3,11,5,6.6695,140.5,6.764666667,1.040955025,6.684095133
2011,3,11,6,4.996166667,122.6666667,5.058666667,-0.789729359,4.996642471
2011,3,11,7,3.630666667,122.1666667,3.6675,-0.604138942,3.617398566
2011,3,11,8,5.145833333,124.1666667,5.158333333,-0.671638949,5.114421169
2011,3,11,9,5.760333333,126.6666667,5.778666667,-0.50177697,5.756840133
2011,3,11,10,6.347333333,99.83333333,6.3845,-3.365746179,5.425273533
2011,3,11,11,3.093166667,52.66666667,3.101833333,-3.044651809,0.592845164
2011,3,11,12,6.285166667,105.8333333,6.352166667,-2.7661328,5.718262909
2011,3,11,13,2.648833333,84.83333333,2.666166667,-1.944021686,1.824616229
2011,3,11,14,5.41,86,5.476,-3.915666429,3.828071632
2011,3,11,15,4.887166667,99.83333333,4.949,-2.608987053,4.205447367
2011,3,11,16,2.937333333,57.33333333,2.947833333,-2.838060097,0.796954354
2011,3,11,17,3.327333333,70.66666667,3.3435,-2.923765133,1.621909276
2011,3,11,18,6.425166667,131,6.549666667,-0.074083087,6.549247678
2011,3,11,19,8.228666667,124.1666667,8.404333333,-1.09428322,8.332788429
2011,3,11,20,8.028,121.6666667,8.187666667,-1.419158263,8.063738294
2011,3,11,21,9.489166667,130,9.663,-0.277913078,9.659002708
2011,3,11,22,9.764833333,133.5,9.964,0.322000529,9.958795693
2011,3,11,23,7.647333333,134,7.795166667,0.319891337,7.788600189
2011,3,12,0,7.9135,136.3333333,8.091833333,0.660956411,8.064794065
2011,3,12,1,8.440166667,134.3333333,8.635,0.404543485,8.62551851
2011,3,12,2,8.170833333,133.6666667,8.284333333,0.291804163,8.279192539
2011,3,12,3,8.016666667,144,8.1765,1.749080844,7.987231589
2011,3,12,4,7.996,150.1666667,8.128666667,2.581763681,7.707769981
2011,3,12,5,7.458833333,145,7.6025,1.75565622,7.397004629
2011,3,12,6,7.1425,152.3333333,7.268666667,2.567540145,6.800092111
2011,3,12,7,5.574,139.6666667,5.600333333,0.781214323,5.545578204
2011,3,12,8,7.0915,125.1666667,7.117666667,-0.803449157,7.072174223
2011,3,12,9,6.708166667,122.5,6.723833333,-1.068999972,6.638311062
2011,3,12,10,7.674666667,118.6666667,7.733166667,-1.737140185,7.535529887
2011,3,12,11,6.4845,146.8333333,6.509333333,1.705059436,6.282053228
2011,3,12,12,9.047,126.6666667,9.105833333,-0.790683686,9.071439797
2011,3,12,13,7.353833333,148,7.4065,2.085198357,7.106911429
2011,3,12,14,3.8505,139,3.886333333,0.497308057,3.85438341
2011,3,12,15,2.126166667,79.66666667,2.132166667,-1.679744446,1.313237714
2011,3,12,16,6.728333333,108.6666667,6.784666667,-2.64895486,6.246178026
2011,3,12,17,7.9875,116.3333333,8.0945,-2.137930483,7.80705985
2011,3,12,18,8.425833333,118.5,8.595833333,-1.955282376,8.370497089
2011,3,12,19,8.203666667,115.3333333,8.381666667,-2.354525931,8.044162092
2011,3,12,20,8.409833333,122.1666667,8.565333333,-1.410947899,8.448322978
2011,3,12,21,8.692833333,122.5,8.835833333,-1.404779851,8.723447957
2011,3,12,22,7.332,128.3333333,7.4675,-0.431778755,7.455006597
2011,3,12,23,7.434166667,126.8333333,7.582666667,-0.636446563,7.555909578
2011,3,13,0,7.231166667,133,7.366,0.173787392,7.363949616
2011,3,13,1,8.1005,136.6666667,8.271666667,0.723595649,8.239956237
2011,3,13,2,7.735,142.1666667,7.895666667,1.441388709,7.76298594
2011,3,13,3,7.464,148.5,7.620666667,2.209224397,7.293414016
2011,3,13,4,7.634166667,152.5,7.817666667,2.782728591,7.305637118
2011,3,13,5,7.748,141.1666667,7.9325,1.311777428,7.823285514
2011,3,13,6,6.817333333,142.3333333,6.945,1.287697627,6.824577629
2011,3,13,7,4.696833333,128.1666667,4.728166667,-0.287117089,4.719441048
2011,3,13,8,5.0655,108,5.075,-2.035673527,4.648834079
2011,3,13,9,5.093833333,103.5,5.108666667,-2.410023861,4.504471123
2011,3,13,10,4.107666667,88.83333333,4.12,-2.800076374,3.022246234
2011,3,13,11,2.942,64.5,2.9505,-2.718920118,1.145828802
2011,3,13,12,3.943,141.8333333,3.9475,0.698041726,3.885292009
2011,3,13,13,4.352833333,136.8333333,4.368833333,0.394838452,4.350954756
2011,3,13,14,2.548333333,295,2.5505,0.730699187,-2.443589357
2011,3,13,15,2.928166667,330.8333333,2.928166667,-0.962264368,-2.765539245
2011,3,13,16,4.339666667,14,4.4085,-3.905113013,-2.045718604
2011,3,13,17,5.865333333,42.33333333,5.980833333,-5.980405595,0.071528133
2011,3,13,18,6.719166667,52.66666667,6.835833333,-6.70981645,1.306514664
2011,3,13,19,5.219666667,71.66666667,5.311333333,-4.598888076,2.657158302
2011,3,13,20,4.196833333,90.16666667,4.282666667,-2.83674039,3.208447871
2011,3,13,21,5.9185,90.5,6.014333333,-3.957476032,4.528861766
2011,3,13,22,5.999,91.83333333,6.077166667,-3.891255277,4.667985333
2011,3,13,23,5.828833333,93,5.89,-3.678512666,4.600070061
2011,3,14,0,5.725166667,89.83333333,5.766833333,-3.844888369,4.298046082
2011,3,14,1,5.977,82.33333333,6.046166667,-4.584821487,3.941515355
2011,3,14,2,6.103833333,83.16666667,6.154666667,-4.608249938,4.07970027
2011,3,14,3,5.609666667,90.16666667,5.645333333,-3.739339604,4.229317648
2011,3,14,4,5.203666667,93.5,5.243,-3.238580559,4.123183838
2011,3,14,5,4.411333333,97.66666667,4.431,-2.476592259,3.674268877
2011,3,14,6,3.665666667,111,3.671166667,-1.294552854,3.43534534
2011,3,14,7,2.854333333,133.6666667,2.864333333,0.100892173,2.862555888
2011,3,14,8,2.2105,111.5,2.2105,-0.761401631,2.075229579
2011,3,14,9,1.6465,97.33333333,1.6465,-0.928195798,1.359931914
2011,3,14,10,1.670833333,213,1.670833333,1.651836856,0.251235006
2011,3,14,11,1.994666667,161.8333333,1.994666667,1.002913241,1.724198406
2011,3,14,12,1.968166667,191.3333333,1.968166667,1.69905063,0.993431923
2011,3,14,13,4.427333333,284.4,4.4325,2.029394401,-3.940636321
2011,3,14,14,4.481666667,340.8333333,4.493166667,-2.191024878,-3.922748613
2011,3,14,15,8.234166667,117.5,8.297333333,-2.028107875,8.045652173
2011,3,14,16,5.1695,47.16666667,5.273666667,-5.249223547,0.507160987
2011,3,14,17,5.066333333,45.16666667,5.211,-5.201176988,0.319810784
2011,3,14,18,5.529166667,38.83333333,5.678333333,-5.671482579,-0.278845465
2011,3,14,19,5.297833333,44.33333333,5.425333333,-5.419376154,0.254172933
2011,3,14,20,4.416,82.5,4.497166667,-3.401668943,2.941624795
2011,3,14,21,4.348666667,92.66666667,4.409,-2.773562208,3.427336236
2011,3,14,22,4.119166667,96.5,4.15,-2.389120432,3.393317486
2011,3,14,23,3.495333333,103.8333333,3.503166667,-1.634627906,3.098413837
2011,3,15,0,3.7465,105.3333333,3.748166667,-1.661569727,3.359752879
2011,3,15,1,3.7335,118.8333333,3.7335,-0.82808863,3.640507035
2011,3,15,2,3.793833333,129.1666667,3.793833333,-0.164255443,3.790275914
2011,3,15,3,4.6985,147.1666667,4.6985,1.257087828,4.527210227
2011,3,15,4,5.699833333,149.5,5.699833333,1.74732892,5.425397835
2011,3,15,5,5.7945,147,5.797,1.534737896,5.590151035
2011,3,15,6,5.711333333,157.5,5.719166667,2.493823712,5.146815584
2011,3,15,7,4.357166667,162.3333333,4.407833333,2.24941222,3.790664765
2011,3,15,8,2.583166667,124.3333333,2.586666667,-0.329334343,2.565615586
2011,3,15,9,3.567833333,24,3.571,-3.4029365,-1.082619129
2011,3,15,10,3.2465,25.66666667,3.253166667,-3.127435156,-0.895680026
2011,3,15,11,3.010166667,30.66666667,3.017833333,-2.96257383,-0.574868965
2011,3,15,12,5.693166667,256.6666667,5.702833333,4.670426493,-3.272525691
2011,3,15,13,6.7525,65.83333333,6.828166667,-6.228828603,2.797419214
2011,3,15,14,6.208333333,128.8333333,6.274,-0.308096824,6.266430591
2011,3,15,15,3.761666667,337.5,3.782666667,-1.649419291,-3.404112677
2011,3,15,16,3.468,355.6,3.482,-2.416697525,-2.506770248
2011,3,15,17,2.859,323.1666667,2.869666667,-0.573031484,-2.811871565
2011,3,15,18,2.9815,281.5,2.995833333,1.504617228,-2.590587647
2011,3,15,19,3.042833333,257,3.046666667,2.484902958,-1.762791839
2011,3,15,20,2.373833333,233.8333333,2.375,2.32149189,-0.501298716
2011,3,15,21,1.886166667,163.5,1.886166667,0.995378551,1.60213802
2011,3,15,22,2.590166667,112.6666667,2.590166667,-0.842481468,2.449324057
2011,3,15,23,3.528833333,113.8333333,3.536833333,-1.082060313,3.367244497
2011,3,16,0,4.2625,129.1666667,4.2625,-0.184546543,4.25850312
2011,3,16,1,4.912166667,133.3333333,4.9145,0.144530019,4.912374306
2011,3,16,2,5.816833333,132.8333333,5.830666667,0.120607428,5.82941915
2011,3,16,3,5.742,130.1666667,5.790166667,-0.149691679,5.788231373
2011,3,16,4,6.0695,109.8333333,6.1865,-2.298945912,5.743485871
2011,3,16,5,6.532833333,104.1666667,6.630833333,-3.059870425,5.882613677
2011,3,16,6,5.3,103.8333333,5.372,-2.506652393,4.751323792
2011,3,16,7,4.204666667,109,4.2195,-1.624802776,3.894123289
2011,3,16,8,4.458833333,93.16666667,4.472833333,-2.783268808,3.501378695
2011,3,16,9,3.6565,82.5,3.668333333,-2.774737183,2.399479736
2011,3,16,10,4.216,87,4.227,-2.970525788,3.007242183
2011,3,16,11,5.043333333,61.83333333,5.059333333,-4.748598653,1.745756172
2011,3,16,12,6.268,63.5,6.289,-5.837128759,2.340822259
2011,3,16,13,7.316833333,58.66666667,7.342333333,-7.02081171,2.148967592
2011,3,16,14,7.486333333,62,7.512833333,-7.043838655,2.612853172
2011,3,16,15,6.774666667,61.83333333,6.798166667,-6.380636133,2.345752026
2011,3,16,16,6.375333333,73.83333333,6.419833333,-5.433299679,3.419578136
2011,3,16,17,6.035166667,73.16666667,6.094666667,-5.195524544,3.186139748
2011,3,16,18,7.3195,83.33333333,7.4605,-5.571571736,4.961516769
2011,3,16,19,7.4595,93.5,7.633333333,-4.715080094,6.002982382
2011,3,16,20,7.221166667,100.1666667,7.414833333,-3.872189178,6.323440861
2011,3,16,21,7.495333333,102.3333333,7.673333333,-3.756917398,6.690711181
2011,3,16,22,7.8845,112.5,8.0245,-2.632122818,7.580536242
2011,3,16,23,6.637833333,117.1666667,6.8165,-1.704574917,6.59993156
2011,3,17,0,5.877666667,117.6666667,5.998,-1.449159982,5.82030406
2011,3,17,1,5.49,118,5.5635,-1.31275086,5.406405223
2011,3,17,2,4.423,127.6666667,4.4415,-0.308386416,4.430780977
2011,3,17,3,3.638833333,139.1666667,3.638833333,0.476133074,3.607548381
2011,3,17,4,3.741166667,152.6666667,3.741166667,1.341846893,3.492244972
2011,3,17,5,3.5895,148.6666667,3.5895,1.050581448,3.432315381
2011,3,17,6,4.545,157.3333333,4.549333333,1.971804256,4.099807526
2011,3,17,7,3.747333333,168.6666667,3.7635,2.265905509,3.004930028
2011,3,17,8,3.877166667,118.8333333,3.893166667,-0.863502625,3.79619677
2011,3,17,9,4.0625,115.3333333,4.076666667,-1.145191972,3.912511529
2011,3,17,10,4.241333333,105,4.257666667,-1.909603253,3.805409421
2011,3,17,11,3.748166667,112.1666667,3.755333333,-1.252407899,3.540339376
2011,3,17,12,2.980166667,107.1666667,2.988,-1.238221537,2.719365997
2011,3,17,13,2.158833333,107,2.160333333,-0.900953427,1.963497653
2011,3,17,14,6.3585,295,6.379,1.827535822,-6.11160812
2011,3,17,15,6.802166667,130.5,6.8395,-0.137039759,6.838126962
2011,3,17,16,5.348833333,182,5.393666667,4.153004792,3.44153909
2011,3,17,17,6.237333333,4,6.300833333,-4.988856857,-3.848611171
2011,3,17,18,5.7365,25.33333333,5.783,-5.550135937,-1.624524569
2011,3,17,19,6.606833333,63.33333333,6.708,-6.233259651,2.478656515
2011,3,17,20,6.822,79.83333333,6.957,-5.468313886,4.300859477
2011,3,17,21,4.800666667,89.16666667,4.892,-3.30381739,3.607832404
2011,3,17,22,6.103666667,86,6.204333333,-4.436468179,4.337222868
2011,3,17,23,5.598333333,83,5.680833333,-4.264407312,3.753224965
2011,3,18,0,5.957,76.33333333,6.056333333,-4.980065852,3.4464645
2011,3,18,1,6.753166667,83.66666667,6.850666667,-5.089550553,4.585641608
2011,3,18,2,6.157166667,92.16666667,6.244166667,-3.970215605,4.819440363
2011,3,18,3,5.561,96.5,5.6185,-3.23452365,4.594061276
2011,3,18,4,4.839666667,103.5,4.870333333,-2.297589628,4.294325171
2011,3,18,5,4.093,112.5,4.095,-1.343204304,3.868439892
2011,3,18,6,3.7175,119.8333333,3.7215,-0.761969923,3.642658931
2011,3,18,7,3.305333333,133.1666667,3.328166667,0.088200254,3.326997758
2011,3,18,8,2.945,109.8333333,2.958,-1.099213126,2.746178163
2011,3,18,9,2.992333333,118.5,2.999833333,-0.682367959,2.921193933
2011,3,18,10,3.271166667,118.3333333,3.2755,-0.754348582,3.187453288
2011,3,18,11,2.535833333,83.16666667,2.539666667,-1.901552008,1.683450843
2011,3,18,12,1.880166667,52.66666667,1.880166667,-1.845506263,0.35935126
2011,3,18,13,6.282833333,137.3333333,6.3105,0.625140589,6.279459331
2011,3,18,14,4.6445,51.5,4.673833333,-4.604909567,0.799703634
2011,3,18,15,3.5885,39.66666667,3.634333333,-3.632160339,-0.125658441
2011,3,18,16,3.4535,37.16666667,3.491666667,-3.480991688,-0.27282408
2011,3,18,17,2.975,16.83333333,2.975,-2.700316633,-1.24856521
2011,3,18,18,4.080833333,40.33333333,4.138333333,-4.137243855,-0.094952927
2011,3,18,19,5.1445,54.33333333,5.2665,-5.137950598,1.156497257
2011,3,18,20,5.400666667,63.66666667,5.527,-5.123873413,2.072112508
2011,3,18,21,5.055666667,68.16666667,5.133333333,-4.593253306,2.291971896
2011,3,18,22,4.112,82.66666667,4.132333333,-3.117832151,2.712065901
2011,3,18,23,4.0725,80.5,4.092333333,-3.186985954,2.567160423
2011,3,19,0,4.006,90.33333333,4.013333333,-2.649582867,3.014391327
2011,3,19,1,4.029,103.3333333,4.030666667,-1.911805182,3.548418623
2011,3,19,2,4.297666667,97.33333333,4.3015,-2.424922093,3.552837611
2011,3,19,3,4.036666667,93.83333333,4.040666667,-2.477375026,3.192115301
2011,3,19,4,4.343333333,93.5,4.351666667,-2.688007451,3.422224236
2011,3,19,5,4.262666667,114.8333333,4.262666667,-1.233096793,4.080416573
2011,3,19,6,5.3755,124.3333333,5.399666667,-0.687485441,5.355722536
2011,3,19,7,3.755,122.6666667,3.778166667,-0.589825212,3.731842652
2011,3,19,8,3.035833333,101.5,3.0435,-1.528557174,2.631806455
2011,3,19,9,2.977,80.33333333,2.9885,-2.332797269,1.867937138
2011,3,19,10,2.641166667,82.33333333,2.644833333,-2.005582936,1.724175295
2011,3,19,11,2.672666667,54.16666667,2.677333333,-2.61368177,0.580328684
2011,3,19,12,2.8795,41.66666667,2.889,-2.888999848,0.000936951
2011,3,19,13,4.305166667,30.83333333,4.319,-4.242290133,-0.810392144
2011,3,19,14,6.106,12.5,6.122666667,-5.347315212,-2.982158134
2011,3,19,15,5.977,33.33333333,6.0005,-5.937426286,-0.867738062
2011,3,19,16,5.690833333,45.83333333,5.726333333,-5.71106292,0.417915973
2011,3,19,17,6.328833333,50.83333333,6.4065,-6.324351983,1.022650595
2011,3,19,18,7.2405,51.83333333,7.383,-7.26665254,1.305545809
2011,3,19,19,7.07,73.33333333,7.226333333,-6.149222112,3.795650255
2011,3,19,20,5.5845,89,5.6715,-3.842404332,4.171551414
2011,3,19,21,6.338833333,89.66666667,6.439,-4.306979858,4.786506608
2011,3,19,22,6.426333333,91.16666667,6.538166667,-4.244586966,4.973037789
2011,3,19,23,6.867833333,92.5,6.9755,-4.403820593,5.409617772
2011,3,20,0,5.991333333,100.1666667,6.0685,-3.169104277,5.175274904
2011,3,20,1,4.813666667,110.3333333,4.837666667,-1.75844874,4.506759014
2011,3,20,2,3.709833333,106.1666667,3.743333333,-1.610450691,3.379200055
2011,3,20,3,3.89,111.1666667,3.901333333,-1.365090516,3.654713348
2011,3,20,4,4.240333333,106.6666667,4.269166667,-1.80297286,3.869763933
2011,3,20,5,4.083833333,123,4.0875,-0.614617309,4.041027321
2011,3,20,6,4.094666667,128.5,4.100333333,-0.225177194,4.094145658
2011,3,20,7,3.009166667,129.6666667,3.033,-0.104867113,3.031186548
2011,3,20,8,3.138166667,111.6666667,3.1485,-1.075890833,2.958971302
2011,3,20,9,4.090833333,111.8333333,4.1015,-1.39032708,3.858664647
2011,3,20,10,4.3365,106,4.349166667,-1.882503943,3.920641478
2011,3,20,11,4.3405,108.5,4.3645,-1.715723907,4.013122441
2011,3,20,12,4.2005,119,4.213333333,-0.922560691,4.111089825
2011,3,20,13,4.2665,59,4.284333333,-4.089357429,1.277758947
2011,3,20,14,6.131833333,39.33333333,6.1565,-6.151476479,-0.248655148
2011,3,20,15,5.784666667,22.5,5.8115,-5.489972755,-1.906234875
2011,3,20,16,4.209333333,148.1666667,4.247166667,1.207581147,4.071875793
