"n","alpha","phi","RSN","phi.hat.mean","phi.hat.sd","sigma.e.mean","sigma.e.sd","phi0.hat.mean","phi0.hat.sd","beta.mean","beta.mean.sd","beta0.mean","beta0.mean.sd","RMSE.arima","RMSE.qr","diffrmse.mean","diffrmse.sd","diff.intercept.mean","diff.intercept.sd","diff.lag","diff.lag.sd"
100,0.05,0.25,0.01,0.512624252322721,0.122763426979551,0.0133333333333333,0,0.975851901464643,0.0124472342606258,0.235823600271441,0.150037165205533,0.829800199151395,0.1985535085214,0.289070043692325,0.118912159267963,0.170157884424362,0.123258938760112,-0.132448845805501,0.197814619577198,0.27680065205128,0.14374528751158
100,0.05,0.25,0.05,0.291787230018892,0.103653626801502,0.0666666666666667,0,0.982608264205889,0.0258610135242873,0.234456082318289,0.193336949062616,0.599269491932088,0.263072929375169,0.292231429791109,0.267275293692259,0.0249561360988499,0.0438074607619578,-0.0882913340661842,0.257831358881346,0.0573311477006027,0.16925154352383
100,0.05,0.25,0.1,0.265065491325773,0.0992495912184675,0.133333333333333,0,0.981651648864522,0.0363749047610275,0.235817772725867,0.198767664948193,0.421640329808165,0.275230159735539,0.394124937236616,0.38015212329522,0.0139728139413963,0.0418915019444837,-0.0725803204708874,0.266840295573964,0.0292477185999057,0.179279387970728
100,0.05,0.25,0.5,0.239011001746974,0.0950151703106661,0.666666666666667,0,0.983518892711481,0.0783975921983273,0.242203355789928,0.21221463427153,-0.325017931618044,0.327818881998473,0.837801983140026,0.849389078743405,-0.011587095603379,0.0478499035094393,-0.0445849365584099,0.300327180376245,-0.00319235404295381,0.190121961043324
100,0.05,0.25,1,0.232062953277742,0.0992579545152743,1.33333333333333,0,0.976644858904447,0.113749166615132,0.228903494510062,0.217931376536278,-0.859568109556627,0.382355854239795,1.17969383017912,1.2069627996338,-0.0272689694546815,0.0612752785644587,-0.0560581546645662,0.330436649857532,0.00315945876768003,0.188290212860415
100,0.05,0.5,0.01,0.91678732351618,0.035825030489707,0.02,0,0.883130018741732,0.034205691524146,0.47961406246484,0.109199365347654,0.807833937806664,0.214927203774922,0.639727247846758,0.145649187164831,0.494078060681928,0.0618014269413856,-0.254211984257581,0.211095242133086,0.437173261051341,0.104192200528215
100,0.05,0.5,0.05,0.609181746445264,0.0818701792231598,0.1,0,0.964501544606101,0.0314177836073715,0.482570163650088,0.168046890341549,0.516228128442531,0.334081261774453,0.379486409670313,0.328786420962096,0.0506999887082174,0.0683514093616111,-0.135499474461956,0.331085440369816,0.126611582795177,0.152424660410318
100,0.05,0.5,0.1,0.545849966127258,0.082107296361282,0.2,0,0.971385956477724,0.043397836983065,0.479633585281402,0.173960170158914,0.314986567336559,0.354717771818292,0.482795671992989,0.46478152871251,0.0180141432804795,0.04970011723405,-0.124990503601021,0.346882234642255,0.0662163808458561,0.15706401519332
100,0.05,0.5,0.5,0.486387840252153,0.0849657040281584,1,0,0.966453567440532,0.0975218077366105,0.47126915107697,0.183824389456863,-0.586051850521466,0.41676828312454,1.02888182501053,1.0399805115614,-0.0110986865508701,0.0634884809741957,-0.104972724887467,0.381578117907594,0.0151186891751829,0.164701625066206
100,0.05,0.5,1,0.48065426312068,0.0918037233776144,2,0,0.966934113988873,0.134453285949059,0.483226621236027,0.194098323236719,-1.28901983307025,0.481235348269787,1.44761908607809,1.47540164551841,-0.0277825594403207,0.0819433699434586,-0.0737562544705256,0.424925812675588,-0.00257235811534729,0.168572089129573
