"n","alpha","phi","RSN","sigma2","phi.hat.mean","phi.hat.sd","sigma2.hat.mean","sigma2.hat.sd","phi0.hat.mean","phi0.hat.sd","beta.hat.mean","beta.hat.sd","beta0.hat.mean","beta0.hat.sd","RMSE.arima","RMSE.qr","diffrmse.mean","diffrmse.sd","diff.intercept.mean","diff.intercept.sd","diff.lag.mean","diff.lag.sd"
20,0.1,0.9,1,10,0.71374675518117,0.184664161114346,9.02596718810461,3.18131865380701,1.99641835479091,1.6487690819018,0.734485403314909,0.287357180640984,-1.85329883617698,2.44946511716887,3.70091807874232,3.97441304679231,1.07389922236348,0.292046522356976,0.0583413843540179,1.59819554482268,-0.0207386481337387,0.292046522356976
20,0.5,0.25,0.01,0.0133333333333333,0.239210699840611,0.0812473649234813,0.0127571304325118,0.00433514659583703,1.01397867414826,0.105608189530763,0.248355879021279,0.0915161525461918,1.00092507293819,0.11832682315022,0.118856376986455,0.120829276826517,1.01659902388145,0.0569637436971335,0.0130536012100661,0.0465156745389692,-0.00914517918066825,0.0569637436971335
20,0.5,0.25,0.05,0.0666666666666667,0.211567834381646,0.149475790160473,0.0620293649399857,0.0215041268471778,1.04632190820934,0.196855561521883,0.217218443057188,0.179923409952508,1.03772637135277,0.234761115457277,0.265500630868404,0.270242028567097,1.01785832931238,0.0639852347301487,0.00859553685657808,0.12332747450491,-0.00565060867554233,0.0639852347301487
20,0.5,0.25,0.1,0.133333333333333,0.188920884982313,0.170781225314149,0.126720310881013,0.0422006570915419,1.07367828007892,0.225301499796541,0.198498460366065,0.216034962615114,1.06182144422732,0.285605339628992,0.378561226802771,0.387152830266179,1.02269541319899,0.0724772643193363,0.0118568358515977,0.165406878613753,-0.00957757538375145,0.0724772643193363
20,0.5,0.25,0.5,0.666666666666667,0.166132192512591,0.213448230966416,0.620942103045638,0.21738201196569,1.1113164121274,0.340196138329817,0.172638473180719,0.264096517254699,1.10561932937191,0.416154045086915,0.849616798576808,0.868793608850216,1.02257112889662,0.0756254049832067,0.00569708275549479,0.234458236679213,-0.00650628066812847,0.0756254049832067
20,0.5,0.25,1,1.33333333333333,0.159938271973693,0.213228924338494,1.27215556938102,0.449226160944208,1.11200811681048,0.40821168451583,0.158631163359404,0.265398405406215,1.11752912278195,0.49180001707478,1.22247893035725,1.25393149786499,1.02572851500889,0.0772903643766789,-0.00552100597147258,0.290132582048921,0.00130710861428892,0.0772903643766789
20,0.5,0.5,0.01,0.02,0.482755927889232,0.0679483391756928,0.0190716848634344,0.00670175699415845,1.03084025668064,0.126146503296661,0.490526462178811,0.0775566226138055,1.01623094449826,0.144546459989111,0.143737525960614,0.145959805643205,1.01546067853707,0.0603119892499671,0.0146093121823884,0.0728879171669009,-0.00777053428957891,0.0603119892499671
20,0.5,0.5,0.05,0.1,0.449971388768473,0.123280430223639,0.0936177062191613,0.0317619589045181,1.08834496147419,0.229901907775627,0.450841006833428,0.149030858742317,1.08778796216402,0.273206997752686,0.327664440867803,0.334370924404158,1.02046753538038,0.0715844087193021,0.000556999310165543,0.166064823693449,-0.000869618064955187,0.0715844087193021
20,0.5,0.5,0.1,0.2,0.435501588068949,0.155700367170218,0.187049545866195,0.0623091991710822,1.11477758880901,0.297136786460202,0.442810019176317,0.182055277021854,1.10350233408824,0.345036307380826,0.464643925714946,0.47416560275857,1.02049241691683,0.0669295148965081,0.0112752547207683,0.198449426600239,-0.00730843110736815,0.0669295148965081
20,0.5,0.5,0.5,1,0.394712875394538,0.205242637562197,0.942945286124017,0.331532626983559,1.18834372885645,0.439402552526778,0.391286027592468,0.24572588075919,1.19657333722656,0.532025197196401,1.06248465041785,1.08857763623786,1.02455845908903,0.0832432497218397,-0.00822960837010359,0.299080485008529,0.00342684780206971,0.0832432497218397
20,0.5,0.5,1,2,0.374285434974686,0.205491807432356,1.87587299043587,0.648129472457,1.24683725470111,0.550856641238881,0.366028311651194,0.254594533097565,1.26291681103711,0.668405808486574,1.46882346677248,1.50923966008021,1.02751603185953,0.0867552046080392,-0.0160795563360046,0.37332730063112,0.00825712332349194,0.0867552046080392
20,0.5,0.7,0.01,0.0333333333333333,0.691682701049608,0.0450318539893289,0.0311953449370509,0.0106962273236249,1.02481601951285,0.128720213457192,0.692317437613667,0.053841166908984,1.02232610275347,0.155017578002871,0.187514813314138,0.191181237963675,1.01955272004775,0.0708978776682635,0.00248991675938577,0.0910281653650816,-0.000634736564059267,0.0708978776682635
20,0.5,0.7,0.05,0.166666666666667,0.657253712937109,0.0932215878184123,0.154799073683438,0.0541021220649958,1.12186589008458,0.270093274191053,0.657213678396219,0.111172899406244,1.12231865712768,0.321364942443787,0.422942979313936,0.431099408001794,1.01928493694608,0.0793372063155338,-0.000452767043103832,0.190145571872298,4.00345408901238e-05,0.0793372063155338
20,0.5,0.7,0.1,0.333333333333333,0.631823160170393,0.128661175889679,0.313646440783689,0.109429338245303,1.20261453324852,0.378702124095912,0.632256459978285,0.154480550762519,1.19633129282624,0.444731293030128,0.609009798648655,0.620496013068283,1.01886047555411,0.0813174399961777,0.00628324042228173,0.251324646233847,-0.000433299807891782,0.0813174399961777
20,0.5,0.7,0.5,1.66666666666667,0.569700810201333,0.178157593024809,1.54186095252576,0.525391326430037,1.37149530313986,0.620211577967574,0.573182218096648,0.217063962080675,1.3616550702722,0.751313279320139,1.39702236893038,1.4319163789555,1.02497741682679,0.102020699993259,0.00984023286766457,0.40382191761099,-0.00348140789531544,0.102020699993259
20,0.5,0.7,1,3.33333333333333,0.544595598433379,0.193543020039354,3.12035561740661,1.09162979782934,1.40552174551801,0.775151905610382,0.546883268426508,0.22382501729688,1.39157503906956,0.89733892389052,1.98342729970253,2.02063348466722,1.01875853224884,0.0971103841840773,0.0139467064484531,0.487677583589688,-0.00228766999312902,0.0971103841840773
20,0.5,0.9,0.01,0.1,0.892411075722398,0.0284543035190298,0.094333236285693,0.0326616073847126,1.04654264295578,0.169088853941058,0.891518687492531,0.0359910855608652,1.05005797680104,0.210735802480855,0.34008215216411,0.355369308129487,1.04495136209912,0.130587883293242,-0.00351533384526651,0.123263717145792,0.000892388229866859,0.130587883293242
20,0.5,0.9,0.05,0.5,0.865151098990543,0.0701024180619443,0.46914345598466,0.158451127904581,1.19253565586468,0.384570637055808,0.864276908140653,0.085613108765211,1.18839673401682,0.471423421065995,0.786956994462087,0.819533820683189,1.04139594215484,0.134006279693434,0.00413892184785785,0.263428566663718,0.000874190849890093,0.134006279693434
20,0.5,0.9,0.1,1,0.843481556930781,0.0964028198483403,0.934362845132563,0.330833600712185,1.31750898466165,0.518183651567006,0.840315868985497,0.116786214265741,1.33391529548925,0.630758639229373,1.13228641138833,1.17410157912394,1.03692985035856,0.154897832401175,-0.0164063108275969,0.375932075530917,0.00316568794528389,0.154897832401175
20,0.5,0.9,0.5,5,0.739306967371388,0.170918779130243,4.57579702542814,1.62910049900515,1.82143067468761,1.15774170606526,0.741937949193171,0.193269519256963,1.79499851465731,1.31345046990818,2.65571614973549,2.73118559101696,1.02841773631907,0.13276497156375,0.0264321600302957,0.677806900218137,-0.00263098182178322,0.13276497156375
20,0.5,0.9,1,10,0.706680613584432,0.181824437565754,9.13542041114336,3.28513018526617,1.89457506141983,1.68419485358773,0.707402059782885,0.211954144383829,1.93002270993249,1.90284607139414,3.83001378912074,3.933089725917,1.02691268033787,0.139400168353967,-0.0354476485126567,0.826456719234733,-0.000721446198452566,0.139400168353967
20,0.9,0.25,0.01,0.0133333333333333,0.238807121863654,0.0784252021001655,0.012901207813136,0.00450432410555014,1.01292675329753,0.100535293478184,0.278204648663108,0.175771202017147,1.11246507134707,0.22260064133771,0.119840492127011,0.124753400031221,1.04099539159939,0.119218670044623,0.0438627621750143,0.191289772418913,-0.0393975267994541,0.119218670044623
20,0.9,0.25,0.05,0.0666666666666667,0.208909829874966,0.145136746257626,0.0627716412681489,0.0204745361676964,1.05399376434629,0.189217089538184,0.22600021341235,0.301815896620296,1.35637257189576,0.387077846620719,0.268829719104322,0.283210661638436,1.05349461578142,0.123812115658857,0.0144109346522666,0.331938178076866,-0.0170903835373843,0.123812115658857
20,0.9,0.25,0.1,0.133333333333333,0.193813365110253,0.172910233354879,0.124223694060354,0.0436562609094082,1.07267021012384,0.232442637774846,0.224847880615347,0.335615184267397,1.48314910701635,0.43469165695096,0.384004375943765,0.404218527613997,1.05264042010082,0.12456765213013,0.0343907275431727,0.366724229716888,-0.0310345155050936,0.12456765213013
20,0.9,0.25,0.5,0.666666666666667,0.171443275309332,0.215534505278708,0.622707740146784,0.219865360461164,1.09282748871065,0.332231198384652,0.184568613202432,0.401606718696229,2.0756273213651,0.581024865558358,0.865705454905601,0.925935856800393,1.06957378119023,0.131011029834781,0.0126410324033232,0.44597566704701,-0.0131253378930995,0.131011029834781
20,0.9,0.25,1,1.33333333333333,0.167709314044742,0.208563462856445,1.2659192936702,0.42408687381717,1.08746061441207,0.38686583103375,0.178848753892404,0.396016295427877,2.4947875484874,0.657221674930693,1.2296586797882,1.31231896687248,1.06722213931635,0.132191701826728,0.0141084211184429,0.487868044151234,-0.0111394398476616,0.132191701826728
20,0.9,0.5,0.01,0.02,0.485093118110668,0.0638879523599853,0.0188663483091132,0.00648191967155008,1.0273299563771,0.117498757804637,0.525672403554077,0.115811886522815,1.13229621504077,0.207378883125934,0.148046969859196,0.152641716531544,1.03103573600134,0.114669826828712,0.0684888903970647,0.180848086452399,-0.0405792854434094,0.114669826828712
20,0.9,0.5,0.05,0.1,0.452041013831355,0.124795469506935,0.0945694531289373,0.032315219735449,1.08329868325808,0.231105052560831,0.475430490689321,0.246645097056001,1.43957388010946,0.449199754518606,0.333488896334788,0.349678727594569,1.04854683750408,0.134594622774623,0.0322928038555787,0.388732662410723,-0.0233894768579658,0.134594622774623
20,0.9,0.5,0.1,0.2,0.440058108766602,0.153659980464411,0.189001635560318,0.0665040207452015,1.10797540260667,0.286243762917451,0.464009980991783,0.289042307913423,1.61502406905124,0.539312677311434,0.479680545679125,0.505925048763303,1.0547124608671,0.141879136435949,0.0417891113253106,0.450557288823595,-0.0239518722251816,0.141879136435949
20,0.9,0.5,0.5,1,0.38477179102457,0.200053752232209,0.945906231698581,0.332606151841218,1.20911028495229,0.44493813463154,0.39518349195238,0.37185410759738,2.44160309091068,0.770316303305075,1.0764728664761,1.14882734066631,1.06721439661276,0.149108293779561,-0.00517572414279825,0.590716373923902,-0.0104117009278103,0.149108293779561
20,0.9,0.5,1,2,0.373161761720244,0.207967521920503,1.90177914177806,0.671700865684622,1.20520985518418,0.557694187066598,0.393346001810673,0.392038983529159,2.91976000347714,0.877180763699945,1.54374928300626,1.65782758298952,1.07389690880445,0.166820490406303,0.0260806345535804,0.666086355279717,-0.020184240090429,0.166820490406303
20,0.9,0.7,0.01,0.0333333333333333,0.689912439691112,0.0459139503530688,0.0318356524188361,0.0106636587451415,1.02761656326039,0.132821073612828,0.70840595513494,0.0837311804180298,1.20551660266751,0.232006617262946,0.19278637355695,0.201717710412122,1.04632763556048,0.143715651509542,0.047631636500976,0.196965298585172,-0.0184935154438279,0.143715651509542
20,0.9,0.7,0.05,0.166666666666667,0.659851283857512,0.0938285846092252,0.155268847327133,0.0545244510312387,1.11044553800377,0.27085822103012,0.682651588335844,0.18655186871977,1.54829533396801,0.514864961015733,0.431159622586535,0.458969795129779,1.0645008741227,0.165735295401829,0.0593489169548756,0.432581915060415,-0.0228003044783315,0.165735295401829
20,0.9,0.7,0.1,0.333333333333333,0.634019731372994,0.124308669814707,0.310012797461104,0.10586604689408,1.18711072800511,0.359667901051332,0.653210684647021,0.232796096849628,1.851250477688,0.669140337841771,0.624451410781447,0.659212644073359,1.05566683442738,0.156408773047378,0.0390343814901666,0.55804389480078,-0.0191909532740269,0.156408773047378
20,0.9,0.7,0.5,1.66666666666667,0.569071870541099,0.182039486234477,1.54724230302708,0.517524187230908,1.33848529773498,0.603314226192826,0.585566807067795,0.315779220486635,2.89155746628343,1.01999218604656,1.42059572612664,1.52146167161718,1.07100256859534,0.189583050922572,0.0185434234338014,0.813135324698747,-0.0164949365266959,0.189583050922572
20,0.9,0.7,1,3.33333333333333,0.557066021859216,0.193605033740716,3.126685593124,1.10501682184389,1.35825690340608,0.76261648178995,0.566797686032139,0.345085064722262,3.59723129776899,1.27279216831022,1.99246526076152,2.15943732515004,1.08380174433993,0.188257987515172,-0.00771327212541814,0.930555009052492,-0.00973166417292373,0.188257987515172
20,0.9,0.9,0.01,0.1,0.893936913872485,0.029239535987769,0.0938337000115034,0.0329430439456948,1.0354057365791,0.172519942808218,0.896004758557884,0.0525566710508528,1.40957521679284,0.305485068472057,0.347965107014584,0.388081585129865,1.11528879564812,0.26327028124772,0.0124686798007462,0.237976196387123,-0.00206784468539845,0.26327028124772
20,0.9,0.9,0.05,0.5,0.865079424721136,0.0673613816694273,0.468135387802915,0.164555939763317,1.21553373957457,0.394675787846287,0.873306410861135,0.119218982006815,2.04513571150036,0.69504762778955,0.799910154802597,0.877745848143437,1.09730554472089,0.274939698306896,0.0337909574549039,0.54137683845465,-0.00822698613999895,0.274939698306896
20,0.9,0.9,0.1,1,0.838869096140686,0.0975834713472855,0.93454485923837,0.331232488517235,1.35297415649243,0.557928499944117,0.850956256814986,0.159747442110565,2.53193122412198,0.934181585176545,1.13932136510386,1.24153781723342,1.08971696244829,0.289225632160049,0.0408995980640402,0.743889889734846,-0.0120871606743001,0.289225632160049
20,0.9,0.9,0.5,5,0.74428590619998,0.174470970172499,4.51336993645301,1.58573174969166,1.75068563361205,1.13293282224751,0.751109784632804,0.272625987011119,4.43102515259025,1.68728725542808,2.68233293152072,2.92432884301936,1.09021844702978,0.28255807928923,0.00201792252088506,1.22754834584897,-0.00682387843282395,0.28255807928923
20,0.9,0.9,1,10,0.712968309439912,0.181429988669092,9.19438120001787,3.28467926613355,1.87126971607118,1.63299120961947,0.720577642912698,0.296870043929833,5.75112833760834,2.25685795501875,3.85079785316384,4.16530298585426,1.08167271944229,0.272565777902885,-0.0543072277022841,1.58196809674163,-0.00760933347278611,0.272565777902885
