-1.383614708620607,2.2049418593759285,2.2049418593759476,2.2049418593759476,1.9329318968314926,3.0552629496033323,3.055262949603332,3.055262949603332,3.055262949603333,2.621297791155624,3.0076342797149795,3.8880836604680287,4.248065727107454,3.5722394930326686,4.105716008159015,5.324470375010127,5.773070537685235,5.895458748267755,5.141132520781244,7.068690038020982,7.068690038020979,7.068690038020979,6.8169489439287245,6.296074748386877,5.431453941150958,6.27113989385521,9.950253166540698,11.121535553972166,11.471826980751375,12.45421890657743,12.890398221843453,13.393215883676472,14.638530577878802,16.95940204545406,17.00367798302691,17.003677983026392,19.19533195608074
0.4445976381387483,0.6630421134799129,0.6630421134799128,0.6630421134799128,0.6598347500893578,0.6561928401035739,0.656192840103574,0.656192840103574,0.6561928401035739,0.6276233234031267,0.6092524052291542,0.623345742797245,0.6226510736034382,0.6012489655873307,0.5802925767042814,0.539434902204837,0.5251370957403166,0.5215045841216128,0.5206122295657429,0.38114957435392904,0.38114957435392904,0.3811495743539291,0.38490003889520713,0.3795260745755786,0.3490619114928432,0.34641821747451146,0.3469052116446109,0.33353163266448993,0.33018473368379636,0.3274124592383377,0.3252789908403478,0.3231969889094618,0.321831525115748,0.2966834864598073,0.29624545831560034,0.2962454583156087,0.2539847783839889
0,-0.046593035549065,-0.04659303554906496,-0.04659303554906496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.3045754997623966,-0.3045754997623968,-0.3045754997623968,-0.30493107613962656,-0.2892396093914198,-0.2892396093914198,-0.2892396093914198,-0.2892396093914197,-0.2801283432938423,-0.2811622465817892,-0.2866468456624014,-0.2796554280886373,-0.2573274885949316,-0.24244629766608497,-0.21783922680721524,-0.21749911363901722,-0.2181229505934679,-0.19285890656247068,0,0,0,0,0,0,0,0,0,0,0,-0.004650727487395137,-0.004029641532650222,0,0,0,0,0
-0.23085290331124864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11766836656176287,-0.11766836656176283,-0.11766836656176277,-0.11278978743245359,-0.08326390894680087,0,0,0,0,0,-0.001278032048722539,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004158112313705337,0,0,0,0,0,0,0,-0.019109086614728266,-0.05429869670959259,0,0,0,0,0,-0.018620449129098347,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006020063458647852,0,0,0,0,0,0,0,0
0,0,0,0,0,-0.028626781344547936,-0.02862678134454794,-0.028626781344547957,-0.028626781344548116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014163295439019053,0,0,0,0,0,0,0,0,-0.05611364763498343,-0.05679866127836611,-0.05679866127835802,-0.09807751250551651
0,0,0,0,0,0,0,0,0,0,0,0,0,0.041688680072591695,0.032292243123246474,0,0.004120213219452601,0,0,0,0,0,0,0,0,0,0,-0.001983099021041016,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.04421968953382465,0.03087811665298402,0,0,0.013675600312450903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22574774937952638,0.18038122562671446,0.1803812256267142,0.1803812256267142,0.18743959687291453,0.200609377009648,0.200609377009648,0.200609377009648,0.2006093770096481,0.14865765518959737,0.10528402297522564,0,0,0,0,0,0,0,0.06266246532025975,0.15727408218008546,0.1572740821800856,0.1572740821800856,0.1716353417839409,0.17836759879824812,0.20351109317352256,0.19335978378234506,0.185485686579929,0.18160177295330185,0.17988979119467158,0.14888669067021168,0.13768354998963042,0.1241150955804754,0.12064909035144977,0.14306694964807612,0.14329412193308572,0.14329412193308094,0.19501748530275687
0.045636489196937205,0,0,0,0.011328867758816202,0,0,0,0,0.12067876702626786,0.2343016871121808,0.30503023031663545,0.3211544555970025,0.36713002280364276,0.37973188450478124,0.39958542160479277,0.4170478264810341,0.4205224820137685,0.39609131154216315,0.39800214317761684,0.39800214317761684,0.39800214317761673,0.39401169065942737,0.4018654186946986,0.42456146957810165,0.423327888725104,0.37097648206076245,0.3596519287082903,0.35909846243499605,0.3718061931882185,0.3779610492154181,0.3833985051040617,0.36946872519982676,0.3528276090103092,0.3525211875016554,0.35252118750165745,0.3409242885163001
