2.5480121803234907,2.7125294867689167,3.26550359134489,3.2655035913448835,3.200932496721495,2.5933593850003414,1.4256386144919537,1.4256386144919524,1.4327615059179244,1.4347027883036911,1.4194891713310582,1.7466029706029136,2.430261598785499,2.223249075491884,1.7208012381392097,1.7347620046274264,1.5189986442825878,1.4869772247873045,1.569872673550439,1.4358349958273664,0.7616634848099516,1.2383841444233141,1.782962276623401,3.821113316435234,5.76920007958113,7.710373572880661,10.432243175104048,12.125010231138775,12.377670720465773,12.37767072046578,12.121938825596924,12.063066090371825,12.572427772073048,13.864115725123325,14.499240052870448,14.505772506699026,15.072729189363695
0.6142666501146351,0.5618668772696418,0.5366801987040118,0.536680198704012,0.536389532196366,0.5398097035551864,0.574425591476805,0.5744255914768048,0.5781804967047672,0.5792038636134238,0.6152921824658316,0.5938492174851404,0.5936157894824557,0.5753363838352483,0.5612935148350134,0.5096153334515525,0.49754166455310705,0.4784770530444873,0.4520743433300989,0.4385782377561722,0.4066719481134462,0.40669282545119456,0.4086349741232302,0.40806811420921835,0.3863773470307592,0.37765148713150815,0.3579447666002067,0.3231546499542023,0.31819822088157873,0.31819822088157873,0.3149198617515281,0.31371525609834405,0.3110058968124535,0.3032777168538357,0.28253775036895623,0.2822139964211144,0.19862573675708053
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.36821432227892104,-0.3402206074364834,-0.33780776381301886,-0.3378077638130188,-0.33626016701017103,-0.3208981644160045,-0.2702824619171763,-0.2702824619171759,-0.2701080490853134,-0.2700605143781137,-0.2747863491866448,-0.2488778899726269,-0.23210823438541195,-0.21292443582122034,-0.18110816845270664,-0.15096614944039363,-0.14011010916606853,-0.12246823489479543,-0.10836302247338589,-0.08078541441578925,0,-0.008131202915233591,-0.01847774190814814,-0.04635535544124979,-0.05671768080727406,-0.06445911439717382,-0.07472568539653668,-0.04220927303292427,-0.022189449195901937,-0.022189449195902062,0.0142508685382776,0.02966467455435973,0.02831743004285319,0.019978489396564426,0.022125697578957982,0.022171796994533026,0.05917433013325562
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001472022161481102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08870989979476653,0.08719177430262745,0.07375769888194104,0.07375769888194078,0.07948309101835725,0.1202905653968033,0.17008351741095823,0.1700835174109585,0.16607594965569836,0.16498372176286405,0.14165461424590636,0.1252057933777654,0.13894694115347356,0.16090718733911996,0.1907748884823312,0.20528634157130948,0.22255607795957674,0.22342165479874979,0.22265671585908023,0.2277168407515846,0.2644338675485069,0.2606252466423318,0.2575135012665929,0.24293139957621676,0.20157954502537462,0.14494923515421979,0.14019585213510383,0.13355392026852697,0.12639140272804394,0.1263914027280437,0.13154977865970643,0.1324704604219204,0.11802934636426536,0.08368343974083585,0.0831811578520181,0.08306460835953364,0.09690264873661007
0.12883774849876906,0.180210341316482,0.21481371564888438,0.21481371564888488,0.2134400492919153,0.19693545327425716,0.17332208806043517,0.17332208806043475,0.17903299131280134,0.18058944854732373,0.24584048344633092,0.2888437998501229,0.2688745983912028,0.27328909662750706,0.27800700981819415,0.3185252070508547,0.32663532521108746,0.34626969521944423,0.37215483902443613,0.3785589757467125,0.3750833414111146,0.3775279909579426,0.37738359774137786,0.36868211354130254,0.3988683006287399,0.4326535529951287,0.40561812653020884,0.4039069728864862,0.4078559240512846,0.4078559240512847,0.4079850976058622,0.4078372316319974,0.4156722075543532,0.43599226670991725,0.44492726286363155,0.44528015967542395,0.5039339127553106
