1983,3,8.7267
1983,4,9.672
1983,5,9.7758
1983,6,9.1367
1983,7,8.5596
1983,8,8.5455
1983,9,8.2188
1983,10,8.481
1983,11,7.6057
1983,12,6.9526
1984,1,7.8508
1984,2,7.7278
1984,3,8.4538
1984,4,9.1163
1984,5,9.4247
1984,6,8.5887
1984,7,8.1771
1984,8,8.1327
1984,9,8.0732
1984,10,8.137
1984,11,7.063
1984,12,6.436
1985,1,7.2041
1985,2,7.571
1985,3,7.7078
1985,4,9.2502
1985,5,8.9517
1985,6,8.6747
1985,7,7.8827
1985,8,7.8611
1985,9,7.8989
1985,10,8.2113
1985,11,7.2269
1985,12,6.6668
1986,1,7.2818
1986,2,7.6204
1986,3,8.0819
1986,4,9.2951
1986,5,9.299
1986,6,8.483
1986,7,8.047
1986,8,7.9716
1986,9,7.9445
1986,10,8.2647
1986,11,7.2417
1986,12,6.9064
1987,1,7.623
1987,2,7.8404
1987,3,8.5513
1987,4,9.3719
1987,5,9.651
1987,6,8.8675
1987,7,8.2732
1987,8,8.1821
1987,9,8.0434
1987,10,8.3655
1987,11,7.447
1987,12,6.8877
1988,1,7.7157
1988,2,7.8158
1988,3,8.5434
1988,4,9.4921
1988,5,9.6102
1988,6,8.7934
1988,7,8.1756
1988,8,7.908
1988,9,7.9191
1988,10,8.1505
1988,11,7.2565
1988,12,6.8306
1989,1,7.7124
1989,2,7.8745
1989,3,8.3171
1989,4,9.1398
1989,5,9.0854
1989,6,8.4765
1989,7,7.963
1989,8,8.0198
1989,9,8.0702
1989,10,8.2257
1989,11,7.4096
1989,12,6.901
1990,1,7.6053
1990,2,8.2442
1990,3,8.3982
1990,4,9.6909
1990,5,9.5508
1990,6,8.8708
1990,7,8.3865
1990,8,8.2307
1990,9,8.176
1990,10,8.2785
1990,11,7.3503
1990,12,6.9233
1991,1,7.8168
1991,2,8.0928
1991,3,8.68
1991,4,9.6317
1991,5,9.7338
1991,6,8.9534
1991,7,8.2406
1991,8,8.0953
1991,9,7.9307
1991,10,8.0808
1991,11,7.4037
1991,12,7.0311
1992,1,8.1285
1992,2,8.0108
1992,3,8.6033
1992,4,9.5625
1992,5,9.6882
1992,6,9.0572
1992,7,8.4694
1992,8,8.5066
1992,9,8.2979
1992,10,8.4887
1992,11,7.5979
1992,12,7.1423
1993,1,7.9584
1993,2,8.3092
1993,3,8.8334
1993,4,9.8972
1993,5,9.8396
1993,6,9.0558
1993,7,8.3532
1993,8,8.2536
1993,9,8.2327
1993,10,8.2522
1993,11,7.2734
1993,12,6.6088
1994,1,7.5462
1994,2,7.7245
1994,3,8.4716
1994,4,9.2893
1994,5,9.4213
1994,6,8.879
1994,7,8.3083
1994,8,8.2848
1994,9,8.0869
1994,10,8.2195
1994,11,7.2054
1994,12,6.6519
1995,1,7.4702
1995,2,7.97
1995,3,8.4323
1995,4,9.6459
1995,5,9.6206
1995,6,8.9115
1995,7,8.4479
1995,8,8.1433
1995,9,7.9405
1995,10,8.0278
1995,11,7.2052
1995,12,6.8499
1996,1,7.5461
1996,2,7.9217
1996,3,8.0669
1996,4,9.4367
1996,5,9.3299
1996,6,8.9416
1996,7,8.2577
1996,8,8.1116
1996,9,7.9944
1996,10,8.237
1996,11,7.505
1996,12,7.0775
1997,1,8.0854
1997,2,8.2008
1997,3,8.7466
1997,4,9.7034
1997,5,9.8116
1997,6,9.24
1997,7,8.387
1997,8,8.2149
1997,9,8.1624
1997,10,8.3593
1997,11,7.4985
1997,12,7.0027
1998,1,8.1455
1998,2,8.3668
1998,3,9.118
1998,4,9.9734
1998,5,10.001
1998,6,9.1912
1998,7,8.66
1998,8,8.5665
1998,9,8.2554
1998,10,8.4925
1998,11,7.6939
1998,12,7.1841
1999,1,8.1734
1999,2,8.1736
1999,3,8.8304
1999,4,9.7258
1999,5,10.02
1999,6,9.1896
1999,7,8.5704
1999,8,8.2249
1999,9,7.922
1999,10,8.2303
1999,11,7.2474
1999,12,6.7589
2000,1,7.5701
2000,2,8.0496
2000,3,8.3964
2000,4,9.7291
2000,5,9.3441
2000,6,8.7198
2000,7,8.1113
2000,8,8.1206
2000,9,8.0308
2000,10,8.1478
2000,11,7.4164
2000,12,6.92
2001,1,7.6809
2001,2,8.0593
2001,3,8.3468
2001,4,9.4914
2001,5,9.6212
2001,6,8.9648
2001,7,8.2536
2001,8,8.0998
2001,9,7.9435
2001,10,8.2725
2001,11,7.3738
2001,12,6.807
2002,1,7.7104
2002,2,7.6946
2002,3,8.386
2002,4,9.3204
2002,5,9.3262
2002,6,8.8388
2002,7,8.2487
2002,8,8.3825
2002,9,8.1974
2002,10,8.2012
2002,11,7.0706
2002,12,6.6898
2003,1,7.6267
2003,2,7.7832
2003,3,8.4783
2003,4,9.4652
2003,5,9.5697
2003,6,8.9279
2003,7,8.3171
2003,8,8.3997
2003,9,8.0727
2003,10,8.2253
2003,11,7.1259
2003,12,6.4605
2004,1,7.6309
2004,2,7.7138
2004,3,8.4886
2004,4,9.4046
2004,5,9.3552
2004,6,8.6489
2004,7,8.2975
2004,8,8.2251
2004,9,8.0247
2004,10,8.2243
2004,11,7.2414
2004,12,6.7362
2005,1,7.796
2005,2,7.9091
2005,3,8.7084
2005,4,9.4534
2005,5,9.5561
2005,6,8.7527
2005,7,8.1489
2005,8,8.2096
2005,9,8.0727
2005,10,8.1829
2005,11,7.3975
2005,12,6.6366
2006,1,7.2707
2006,2,7.9618
2006,3,8.2747
2006,4,9.6404
2006,5,9.3775
2006,6,8.6545
2006,7,8.0984
2006,8,8.0929
2006,9,7.9347
2006,10,8.208
2006,11,7.2411
2006,12,6.8763
2007,1,7.6408
2007,2,8.1831
2007,3,8.2844
2007,4,9.7015
2007,5,9.3556
2007,6,8.8686
2007,7,8.341
2007,8,8.2299
2007,9,7.9357
2007,10,8.0343
2007,11,7.1511
2007,12,6.5003
2008,1,7.4516
2008,2,7.4766
2008,3,8.3969
2008,4,9.1582
2008,5,9.4791
2008,6,8.4928
2008,7,8.0528
2008,8,8.0709
2008,9,7.8498
2008,10,7.9116
2008,11,7.0865
2008,12,6.5223
2009,1,7.3599
2009,2,7.5715
2009,3,7.928
2009,4,9.0859
2009,5,9.156
2009,6,8.5769
2009,7,8.223
2009,8,8.0032
2009,9,7.9725
2009,10,8.3632
2009,11,7.2565
2009,12,6.8087
2010,1,7.5502
2010,2,7.9853
2010,3,8.5432
2010,4,9.5546
2010,5,9.6114
2010,6,8.8726
2010,7,8.2827
2010,8,8.004
2010,9,7.6922
2010,10,6.7131
2010,11,6.2612
2010,12,6.1856
2011,1,7.7206
2011,2,7.7163
2011,3,8.192
2011,4,9.3832
2011,5,10.019
2011,6,8.2087
2011,7,8.6222
2011,8,8.226
2011,9,8.2048
2011,10,7.6896
2011,11,8.4019
2011,12,8.4752
2012,1,8.2692
2012,2,8.3697
2012,3,8.9404
2012,4,10.371
2012,5,9.6421
2012,6,9.3331
2012,7,8.1512
2012,8,8.0811
2012,9,8.0426
2012,10,8.8326
2012,11,7.0905
2012,12,7.1223
2013,1,7.6807
2013,2,7.6563
2013,3,8.4561
2013,4,9.2011
2013,5,9.0998
2013,6,9.0184
2013,7,8.6652
2013,8,7.8633
2013,9,8.2691
