0.9230515814761319,0.9230515814761321,0.9230515814761321,0.9230515814761325,0.9230515814761329,0.9230515814761315,-1.4911103302294921,1.301992238615974,0.7367074422017386,0.7367074422017382,0.33319351133382674,1.058907503408537,0.9852798526891272,0.9237011018911099,0.8212675714125757,1.1362123111223352,1.03700035201524,0.73506123841273,1.916791836223708,2.9427892578690216,4.087440637367426,5.955911410125545,7.289198713926646,9.69941559795216,10.377816735047386,11.36522072116318,14.093258765856081,39.97710717698976,39.97710717698975,39.97710717698975,39.977107176989755,39.977107176989755,39.97710717698975,39.97710717698975,39.97710717698975,39.97710717698975,39.97710717698975
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.043860836666362826,-0.043860836666362826,-0.043860836666362826,-0.04386083666636282,-0.04386083666636282,-0.043860836666362826,0,-0.04350291995356071,-0.04899211358707673,-0.04899211358707675,-0.051336424245904476,-0.07460877244874856,-0.07503652988947611,-0.0753942863652998,-0.07537790617180888,-0.06150644979592449,-0.030075466882236418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.04038306827748431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008996430129488272,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.1314916771461408,0,0,0,0,0,0,0,0,0,0.05171979216023161,0.06676145798474846,0.06437413415177061,0.03275543940675873,0.02136997472489503,0.026225180526909603,0.012118403176709673,0.00814778382765896,0,0.030880540366642218,0.24757931359565463,0.2475793135956545,0.24757931359565458,0.24757931359565458,0.24757931359565416,0.24757931359565424,0.24757931359565424,0.24757931359565394,0.24757931359565388,0.24757931359565388
0,0,0,0,0,0,0.03993166734466564,0,0.5805760678819754,0.5805760678819757,0.7495053224941634,0.8516032564432193,0.8824271343899464,0.9082067957014754,0.9452424558931932,0.9469807426830915,0.9473100239236174,0.9144507417477343,0.8809007199400647,0.868835885805394,0.8798307338262265,0.8540216440885524,0.823539347597385,0.7896824506196352,0.7801527864800895,0.7636569718516057,0.690537409561814,0,0,0,0,0,0,0,0,0,0
